0|101|西朗|1|2|0|259|-1|-1|-1|-1|-1|1
1|102|坑口|0|1|0|-1|-1|-1|-1|-1|-1|1
2|103|花地湾|0|1|0|-1|-1|-1|-1|-1|-1|1
3|104|芳村|0|1|0|-1|-1|-1|-1|-1|-1|1
4|105|黄沙|1|2|0|139|-1|-1|-1|-1|-1|1
5|106|长寿路|0|1|0|-1|-1|-1|-1|-1|-1|1
6|107|陈家祠|0|1|0|-1|-1|-1|-1|-1|-1|1
7|108|西门口|0|1|0|-1|-1|-1|-1|-1|-1|1
8|109|公园前|1|2|0|28|-1|-1|-1|-1|-1|1
9|110|农讲所|0|1|0|-1|-1|-1|-1|-1|-1|1
10|111|烈士陵园|0|1|0|-1|-1|-1|-1|-1|-1|1
11|112|东山口|1|2|0|146|-1|-1|-1|-1|-1|1
12|113|杨箕|1|2|0|110|-1|-1|-1|-1|-1|1
13|114|体育西路|1|3|0|44|55|-1|-1|-1|-1|1
14|115|体育中心|0|1|0|-1|-1|-1|-1|-1|-1|1
15|116|广州东站|1|2|0|62|-1|-1|-1|-1|-1|1
16|201|广州南站|1|2|1|173|-1|-1|-1|-1|-1|1
17|202|石壁|1|2|1|174|-1|-1|-1|-1|-1|1
18|203|会江|0|1|1|-1|-1|-1|-1|-1|-1|1
19|204|南浦|0|1|1|-1|-1|-1|-1|-1|-1|1
20|205|洛溪|0|1|1|-1|-1|-1|-1|-1|-1|1
21|206|南洲|1|2|1|265|-1|-1|-1|-1|-1|1
22|207|东晓南|0|1|1|-1|-1|-1|-1|-1|-1|1
23|208|江泰路|0|1|1|-1|-1|-1|-1|-1|-1|1
24|209|昌岗|1|2|1|222|-1|-1|-1|-1|-1|1
25|210|江南西|0|1|1|-1|-1|-1|-1|-1|-1|1
26|211|市二宫|0|1|1|-1|-1|-1|-1|-1|-1|1
27|212|海珠广场|1|2|1|142|-1|-1|-1|-1|-1|1
28|213|公园前|1|2|1|8|-1|-1|-1|-1|-1|1
29|214|纪念堂|0|1|1|-1|-1|-1|-1|-1|-1|1
30|215|越秀公园|0|1|1|-1|-1|-1|-1|-1|-1|1
31|216|广州火车站|1|2|1|105|-1|-1|-1|-1|-1|1
32|217|三元里|0|1|1|-1|-1|-1|-1|-1|-1|1
33|218|飞翔公园|0|1|1|-1|-1|-1|-1|-1|-1|1
34|219|白云公园|0|1|1|-1|-1|-1|-1|-1|-1|1
35|220|白云文化广场|0|1|1|-1|-1|-1|-1|-1|-1|1
36|221|萧岗|0|1|1|-1|-1|-1|-1|-1|-1|1
37|222|江夏|0|1|1|-1|-1|-1|-1|-1|-1|1
38|223|黄边|0|1|1|-1|-1|-1|-1|-1|-1|1
39|224|嘉禾望岗|1|2|1|69|-1|-1|-1|-1|-1|1
40|000|无|0|0|2|-1|-1|-1|-1|-1|-1|0
41|000|无|0|0|2|-1|-1|-1|-1|-1|-1|0
42|000|无|0|0|2|-1|-1|-1|-1|-1|-1|0
43|000|无|0|0|2|-1|-1|-1|-1|-1|-1|0
44|311|体育西路|1|3|10|13|55|-1|-1|-1|-1|1
45|301|番禺广场|0|1|2|-1|-1|-1|-1|-1|-1|1
46|302|市桥|0|1|2|-1|-1|-1|-1|-1|-1|1
47|303|汉溪长隆|1|2|2|177|-1|-1|-1|-1|-1|1
48|304|大石|0|1|2|-1|-1|-1|-1|-1|-1|1
49|305|厦滘|0|1|2|-1|-1|-1|-1|-1|-1|1
50|306|沥滘|1|2|2|266|-1|-1|-1|-1|-1|1
51|307|大塘|0|1|2|-1|-1|-1|-1|-1|-1|1
52|308|客村|1|2|2|226|-1|-1|-1|-1|-1|1
53|309|广州塔|1|2|2|-1|-1|-1|267|-1|-1|1
54|310|珠江新城|1|2|2|112|-1|-1|-1|-1|-1|1
55|311|体育西路|1|3|2|13|44|-1|-1|-1|-1|1
56|312|石牌桥|0|1|2|-1|-1|-1|-1|-1|-1|1
57|313|岗顶|0|1|2|-1|-1|-1|-1|-1|-1|1
58|314|华师|0|1|2|-1|-1|-1|-1|-1|-1|1
59|315|五山|0|1|2|-1|-1|-1|-1|-1|-1|1
60|316|天河客运站|1|2|2|153|-1|-1|-1|-1|-1|1
61|317|林和西|1|2|10|-1|-1|-1|275|-1|-1|1
62|318|广州东站|1|2|10|15|-1|-1|-1|-1|-1|1
63|319|燕塘|1|2|10|152|-1|-1|-1|-1|-1|1
64|320|梅花园|0|1|10|-1|-1|-1|-1|-1|-1|1
65|321|京溪南方医院|0|1|10|-1|-1|-1|-1|-1|-1|1
66|322|同和|0|1|10|-1|-1|-1|-1|-1|-1|1
67|323|永泰|0|1|10|-1|-1|-1|-1|-1|-1|1
68|324|白云大道北|0|1|10|-1|-1|-1|-1|-1|-1|1
69|325|嘉禾望岗|1|2|10|39|-1|-1|-1|-1|-1|1
70|326|龙归|0|1|10|-1|-1|-1|-1|-1|-1|1
71|327|人和|0|1|10|-1|-1|-1|-1|-1|-1|1
72|328|高增|0|1|10|-1|-1|-1|-1|-1|-1|0
73|329|机场南|0|1|10|-1|-1|-1|-1|-1|-1|1
74|000|无|0|0|10|-1|-1|-1|-1|-1|-1|0
75|000|无|0|0|10|-1|-1|-1|-1|-1|-1|0
76|401|南沙客运港|0|1|3|-1|-1|-1|-1|-1|-1|0
77|402|南横|0|1|3|-1|-1|-1|-1|-1|-1|0
78|403|塘坑|0|1|3|-1|-1|-1|-1|-1|-1|0
79|404|大涌|0|1|3|-1|-1|-1|-1|-1|-1|0
80|405|广隆|0|1|3|-1|-1|-1|-1|-1|-1|0
81|406|飞沙角|0|1|3|-1|-1|-1|-1|-1|-1|0
82|407|金洲|0|1|3|-1|-1|-1|-1|-1|-1|1
83|408|蕉门|0|1|3|-1|-1|-1|-1|-1|-1|1
84|409|黄阁|0|1|3|-1|-1|-1|-1|-1|-1|1
85|410|黄阁汽车城|0|1|3|-1|-1|-1|-1|-1|-1|1
86|411|庆盛|0|1|3|-1|-1|-1|-1|-1|-1|0
87|412|东涌|0|1|3|-1|-1|-1|-1|-1|-1|1
88|413|低涌|0|1|3|-1|-1|-1|-1|-1|-1|1
89|414|海傍|0|1|3|-1|-1|-1|-1|-1|-1|1
90|415|石碁|0|1|3|-1|-1|-1|-1|-1|-1|1
91|416|官桥|0|1|3|-1|-1|-1|-1|-1|-1|0
92|417|新造|0|1|3|-1|-1|-1|-1|-1|-1|1
93|418|大学城南|1|2|3|181|-1|-1|-1|-1|-1|1
94|419|大学城北|0|1|3|-1|-1|-1|-1|-1|-1|1
95|420|官洲|0|1|3|-1|-1|-1|-1|-1|-1|1
96|421|万胜围|1|2|3|231|-1|-1|-1|-1|-1|1
97|422|车陂南|1|2|3|117|-1|-1|-1|-1|-1|1
98|423|车陂|0|1|3|-1|-1|-1|-1|-1|-1|1
99|424|黄村|0|1|3|-1|-1|-1|-1|-1|-1|1
100|501|滘口|0|1|4|-1|-1|-1|-1|-1|-1|1
101|502|坦尾|1|2|4|137|-1|-1|-1|-1|-1|1
102|503|中山八|0|1|4|-1|-1|-1|-1|-1|-1|1
103|504|西场|0|1|4|-1|-1|-1|-1|-1|-1|1
104|505|西村|0|1|4|-1|-1|-1|-1|-1|-1|1
105|506|广州火车站|1|2|4|31|-1|-1|-1|-1|-1|1
106|507|小北|0|1|4|-1|-1|-1|-1|-1|-1|1
107|508|淘金|0|1|4|-1|-1|-1|-1|-1|-1|1
108|509|区庄|1|2|4|147|-1|-1|-1|-1|-1|1
109|510|动物园|0|1|4|-1|-1|-1|-1|-1|-1|1
110|511|杨箕|1|2|4|12|-1|-1|-1|-1|-1|1
111|512|五羊邨|0|1|4|-1|-1|-1|-1|-1|-1|1
112|513|珠江新城|1|2|4|54|-1|-1|-1|-1|-1|1
113|514|猎德|0|1|4|-1|-1|-1|-1|-1|-1|1
114|515|潭村|0|1|4|-1|-1|-1|-1|-1|-1|1
115|516|员村|0|1|4|-1|-1|-1|-1|-1|-1|1
116|517|科韵路|0|1|4|-1|-1|-1|-1|-1|-1|1
117|518|车陂南|1|2|4|97|-1|-1|-1|-1|-1|1
118|519|东圃|0|1|4|-1|-1|-1|-1|-1|-1|1
119|520|三溪|0|1|4|-1|-1|-1|-1|-1|-1|1
120|521|鱼珠|0|1|4|-1|-1|-1|-1|-1|-1|1
121|522|大沙地|0|1|4|-1|-1|-1|-1|-1|-1|1
122|523|大沙东|0|1|4|-1|-1|-1|-1|-1|-1|1
123|524|文冲|0|1|4|-1|-1|-1|-1|-1|-1|1
124|000|无|0|0|4|-1|-1|-1|-1|-1|-1|0
125|000|无|0|0|4|-1|-1|-1|-1|-1|-1|0
126|000|无|0|0|4|-1|-1|-1|-1|-1|-1|0
127|000|无|0|0|4|-1|-1|-1|-1|-1|-1|0
128|000|无|0|0|4|-1|-1|-1|-1|-1|-1|0
129|000|无|0|0|4|-1|-1|-1|-1|-1|-1|0
130|000|无|0|0|4|-1|-1|-1|-1|-1|-1|0
131|000|无|0|0|4|-1|-1|-1|-1|-1|-1|0
132|000|无|0|0|4|-1|-1|-1|-1|-1|-1|0
133|601|浔峰岗|0|1|5|-1|-1|-1|-1|-1|-1|1
134|602|横沙|0|1|5|-1|-1|-1|-1|-1|-1|1
